车辆ID,左车道速度,右车道速度,总平均速度
car12839,21.88,,21.88
car1284,54.6,,54.6
car12840,13.36,,13.36
car1285,42.54,,42.54
car12851,23.73,,23.73
car12856,19.42,,19.42
car1286,42.05,,42.05
car12861,20.59,,20.59
car12873,12.38,,12.38
car12875,23.28,,23.28
car12887,14.33,,14.33
car12888,24.03,,24.03
car12899,24.39,,24.39
car12902,22.15,,22.15
car12903,11.0,,11.0
car12907,23.53,,23.53
car12920,26.38,,26.38
car12921,23.7,,23.7
car12923,25.03,,25.03
car12926,23.84,,23.84
car12928,19.43,,19.43
car1293,40.67,,40.67
car12932,24.65,,24.65
car12934,20.48,,20.48
car12940,23.19,,23.19
car12941,20.28,,20.28
car12942,18.2,,18.2
car12949,15.51,,15.51
car12951,15.94,,15.94
car12969,13.95,,13.95
car12976,12.31,,12.31
car12997,17.48,,17.48
car130,25.5,,25.5
car1300,44.75,,44.75
car13000,11.06,,11.06
car13003,21.54,,21.54
car13017,20.42,,20.42
car13018,23.72,,23.72
car1302,37.69,,37.69
car1303,40.25,,40.25
car13034,18.99,,18.99
car13035,19.16,,19.16
car13038,24.84,,24.84
car1304,38.31,,38.31
car13041,27.82,,27.82
car13042,31.57,,31.57
car13064,27.45,,27.45
car13069,29.62,,29.62
car1308,39.84,,39.84
car13082,28.34,,28.34
car13091,29.35,,29.35
car13092,18.13,,18.13
car13105,29.47,,29.47
car13106,27.83,,27.83
car1311,36.67,,36.67
car13113,18.65,,18.65
car13117,17.94,,17.94
car13119,31.05,,31.05
car13123,27.66,,27.66
car13128,30.75,,30.75
car13135,27.62,,27.62
car13138,28.52,,28.52
car13140,26.63,,26.63
car13141,21.39,,21.39
car13144,32.38,,32.38
car13148,22.18,,22.18
car13156,27.89,,27.89
car13161,24.77,,24.77
car13162,29.3,,29.3
car13165,100.7,,100.7
car13171,28.93,,28.93
car13179,21.48,,21.48
car13182,29.33,,29.33
car13193,23.96,,23.96
car13202,28.54,,28.54
car13210,25.61,,25.61
car13211,30.41,,30.41
car13213,23.73,,23.73
car13217,24.72,,24.72
car13218,24.49,,24.49
car1322,39.82,,39.82
car13227,23.56,,23.56
car13229,30.28,,30.28
car13234,35.73,,35.73
car13236,23.47,,23.47
car13252,30.49,,30.49
car13257,29.56,,29.56
car13266,26.22,,26.22
car13268,23.48,,23.48
car13275,23.88,,23.88
car13295,28.4,,28.4
car133,31.1,,31.1
car13301,25.73,,25.73
car13315,28.64,,28.64
car13327,32.79,,32.79
car13328,34.13,,34.13
car13335,30.94,,30.94
car13347,30.73,,30.73
car13352,36.48,,36.48
car13369,32.19,,32.19
car1337,40.42,,40.42
car13373,37.52,,37.52
car13379,34.99,,34.99
car13398,28.05,,28.05
car13402,20.78,,20.78
car1342,36.71,,36.71
car13425,30.6,,30.6
car13426,30.61,,30.61
car13431,28.22,,28.22
car13433,33.88,,33.88
car13435,25.4,,25.4
car13442,40.0,,40.0
car13445,29.63,,29.63
car13447,30.66,,30.66
car13449,34.27,,34.27
car13455,17.2,,17.2
car1346,34.19,,34.19
car13469,25.53,,25.53
car13474,24.94,,24.94
car13484,30.03,,30.03
car13485,32.17,,32.17
car13491,25.81,,25.81
car13493,22.4,,22.4
car13499,29.13,,29.13
car135,21.02,18.2,20.73
car13501,29.97,,29.97
car13505,37.68,,37.68
car1351,40.39,,40.39
car13518,20.51,,20.51
car1352,34.84,,34.84
car13523,20.8,,20.8
car13537,22.66,,22.66
car13538,21.42,,21.42
car13539,23.94,,23.94
car13545,25.2,,25.2
car13549,20.36,,20.36
car1355,43.05,,43.05
car13553,15.03,,15.03
car13557,20.93,,20.93
car13561,5.73,,5.73
car13573,17.44,,17.44
car1358,46.21,,46.21
car13588,15.0,,15.0
car13607,28.44,,28.44
car1361,28.56,,28.56
car13639,8.04,,8.04
car1364,39.1,,39.1
car13656,14.62,,14.62
car1367,31.7,,31.7
car13670,6.15,,6.15
car13697,11.04,,11.04
car1370,33.3,,33.3
car13705,12.04,,12.04
car13724,23.03,,23.03
car1373,35.04,,35.04
car13737,15.34,,15.34
car13743,19.25,,19.25
car13752,28.4,,28.4
car13754,18.2,,18.2
car13759,13.2,,13.2
car1378,36.47,,36.47
car13784,20.97,,20.97
car13789,21.69,,21.69
car1379,31.96,,31.96
car13795,21.47,,21.47
car13799,20.61,,20.61
car138,27.51,,27.51
car13802,20.59,,20.59
car13811,21.3,,21.3
car13822,17.12,,17.12
car13830,24.93,,24.93
car13837,13.26,,13.26
car13838,31.28,,31.28
car13843,30.18,,30.18
car13852,27.34,,27.34
car13870,20.3,,20.3
car13871,22.26,,22.26
car13872,23.49,,23.49
car13873,24.12,,24.12
car13879,32.58,,32.58
car13880,28.22,,28.22
car13881,24.71,,24.71
car13892,25.5,,25.5
car13903,35.8,,35.8
car1391,49.67,,49.67
car13911,23.91,,23.91
car13912,26.21,,26.21
car13913,27.18,,27.18
car1392,35.44,,35.44
car13920,27.62,,27.62
car13927,21.59,,21.59
car13936,23.61,,23.61
car13938,25.3,,25.3
car13940,28.65,,28.65
car13942,29.71,,29.71
car13945,26.14,,26.14
car13953,21.37,,21.37
car13959,32.73,,32.73
car13965,32.3,,32.3
car13980,26.63,,26.63
car13981,28.13,,28.13
car13987,13.65,,13.65
car1399,49.46,,49.46
car13990,21.82,,21.82
car140,23.07,18.69,22.44
car14006,30.09,,30.09
car14012,19.52,,19.52
car14015,24.38,,24.38
car14024,20.22,,20.22
car14029,24.7,,24.7
car14032,18.59,,18.59
car14033,18.4,,18.4
car14037,18.47,,18.47
car14047,21.23,,21.23
car14058,17.42,,17.42
car14072,27.34,,27.34
car14073,26.69,,26.69
car14089,27.29,,27.29
car14098,21.22,,21.22
car14105,21.97,,21.97
car14108,15.07,,15.07
car14121,24.6,,24.6
car14131,23.37,,23.37
car14132,22.51,,22.51
car14142,31.69,,31.69
car1415,42.09,,42.09
car14154,27.33,,27.33
car14158,24.58,,24.58
car14160,28.8,,28.8
car14163,28.41,,28.41
car14169,15.48,,15.48
car14185,24.24,,24.24
car14192,24.99,,24.99
car14195,30.1,,30.1
car14197,15.88,,15.88
car14203,30.89,,30.89
car14209,27.3,,27.3
car14211,30.08,,30.08
car14225,26.63,,26.63
car14229,40.7,,40.7
car14230,28.6,,28.6
car1424,30.23,,30.23
car14240,22.4,,22.4
car14244,17.67,,17.67
car14251,33.68,,33.68
car14253,25.71,,25.71
car14254,18.98,,18.98
car14266,26.12,,26.12
car1427,34.02,,34.02
car14270,29.51,,29.51
car14289,24.58,,24.58
car1429,33.7,,33.7
car14294,24.32,,24.32
car14302,30.39,,30.39
car14306,28.1,,28.1
car14307,19.21,,19.21
car14313,25.86,,25.86
car14316,22.34,,22.34
car14323,29.78,,29.78
car14326,18.88,,18.88
car14335,27.72,,27.72
car14338,23.16,,23.16
car14339,16.56,,16.56
car1434,28.57,,28.57
car14340,28.96,,28.96
car14342,24.11,,24.11
car14345,18.54,,18.54
car14353,26.82,,26.82
car14364,22.69,,22.69
car14365,20.63,,20.63
car14375,21.77,,21.77
car14377,17.54,,17.54
car14380,22.67,,22.67
car14385,23.15,,23.15
car14393,20.93,,20.93
car14401,21.29,,21.29
car14411,19.72,,19.72
car14418,18.07,,18.07
car14420,19.19,,19.19
car14431,22.77,,22.77
car14437,13.72,,13.72
car14445,26.13,,26.13
car14450,23.94,,23.94
car14455,20.65,,20.65
car14459,15.14,,15.14
car1446,35.69,,35.69
car14460,13.73,,13.73
car14465,28.92,,28.92
car1447,38.35,,38.35
car14470,13.96,,13.96
car14475,20.62,,20.62
car14479,25.13,,25.13
car1448,30.53,,30.53
car14490,17.89,,17.89
car14494,22.09,,22.09
car14498,21.66,,21.66
car14506,12.16,,12.16
car1451,38.05,,38.05
car14510,16.39,,16.39
car14523,11.88,,11.88
car14527,11.94,,11.94
car14535,14.58,,14.58
car14542,15.7,,15.7
car14555,17.75,,17.75
car14559,13.98,,13.98
car14565,14.16,,14.16
car1457,34.6,,34.6
car14571,11.5,,11.5
car14574,15.7,,15.7
car14583,11.91,,11.91
car14593,12.18,,12.18
car14597,11.8,,11.8
car14598,3.48,,3.48
car14611,16.04,,16.04
car14623,8.3,,8.3
car14629,8.17,,8.17
car14631,11.87,,11.87
car14632,14.09,,14.09
car14634,16.3,,16.3
car14644,7.6,,7.6
car14647,14.8,,14.8
car14655,8.64,,8.64
car14668,26.0,,26.0
car14674,25.83,,25.83
car14675,18.2,,18.2
car14677,29.28,,29.28
car14684,25.49,,25.49
car14688,21.18,,21.18
car1469,36.16,,36.16
car14690,27.57,,27.57
car14697,18.39,,18.39
car14705,20.88,,20.88
car14711,22.35,,22.35
car14713,17.36,,17.36
car14716,22.41,,22.41
car14717,9.3,,9.3
car14720,23.36,,23.36
car14723,26.25,,26.25
car14726,19.11,,19.11
car14735,13.06,,13.06
car14736,27.11,,27.11
car14739,21.24,,21.24
car14742,22.25,,22.25
car14744,24.27,,24.27
car14747,19.95,,19.95
car14755,20.13,,20.13
car14756,23.12,,23.12
car14762,19.7,,19.7
car14770,19.09,,19.09
car14775,32.6,,32.6
car14783,7.37,,7.37
car1479,34.06,,34.06
car14796,14.84,,14.84
car14798,10.72,,10.72
car14804,9.32,,9.32
car14819,17.43,,17.43
car14825,8.35,,8.35
car14829,11.59,,11.59
car14831,15.98,,15.98
car14837,18.08,,18.08
car14842,17.59,,17.59
car14846,18.95,,18.95
car14847,16.62,,16.62
car14849,22.12,,22.12
car14853,24.23,,24.23
car14862,30.38,,30.38
car14864,15.6,,15.6
car14866,22.97,,22.97
car14868,20.89,,20.89
car14875,23.32,,23.32
car14876,36.04,,36.04
car14879,34.02,,34.02
car14882,30.4,,30.4
car14892,25.36,,25.36
car14894,33.8,,33.8
car1490,32.27,,32.27
car14904,26.73,,26.73
car14920,31.75,,31.75
car14921,33.39,,33.39
car14922,32.26,,32.26
car14928,34.06,,34.06
car14931,27.9,,27.9
car14934,35.21,,35.21
car14939,26.73,,26.73
car14959,39.6,,39.6
car14964,38.43,,38.43
car1497,34.72,,34.72
car14970,33.18,,33.18
car14972,33.62,,33.62
car14973,30.84,,30.84
car14976,35.52,,35.52
car14978,38.46,,38.46
car14980,35.24,,35.24
car14983,38.39,,38.39
car14988,37.96,,37.96
car1499,30.11,,30.11
car14992,33.0,,33.0
car14995,37.43,,37.43
car14998,32.3,,32.3
car15000,33.86,,33.86
car15002,37.15,,37.15
car15005,35.34,,35.34
car15010,35.26,,35.26
car15012,31.92,,31.92
car15017,34.44,,34.44
car15021,34.64,,34.64
car15022,36.46,,36.46
car15031,38.3,,38.3
car15036,39.21,,39.21
car15045,31.76,,31.76
car15048,36.33,,36.33
car15052,28.4,,28.4
car15054,39.8,,39.8
car15056,38.43,,38.43
car15058,42.01,,42.01
car15064,42.38,,42.38
car15065,43.33,,43.33
car15066,32.3,,32.3
car15069,41.31,,41.31
car15072,43.96,,43.96
car15075,41.59,,41.59
car15079,44.83,,44.83
car15081,45.78,,45.78
car15082,29.6,,29.6
car15086,50.03,,50.03
car15090,42.43,,42.43
car15095,36.21,,36.21
car15100,43.38,,43.38
car15108,45.43,,45.43
car15111,32.4,,32.4
car15115,48.6,,48.6
car1512,33.94,,33.94
car15123,36.62,,36.62
car15127,44.74,,44.74
car15131,48.18,,48.18
car15139,45.06,,45.06
car15141,43.26,,43.26
car15145,38.3,,38.3
car15149,49.5,,49.5
car1515,40.27,,40.27
car15160,37.18,,37.18
car15162,47.38,,47.38
car15163,44.9,,44.9
car15166,42.08,,42.08
car1517,32.2,,32.2
car15172,38.5,,38.5
car15175,47.08,,47.08
car15178,43.87,,43.87
car15186,50.0,,50.0
car15188,42.78,,42.78
car15192,39.66,,39.66
car15193,38.74,,38.74
car15201,39.8,,39.8
car15203,37.68,,37.68
car15207,45.86,,45.86
car15208,39.89,,39.89
car15211,37.49,,37.49
car15213,36.29,,36.29
car15218,50.05,,50.05
car15219,39.15,,39.15
car1522,32.93,,32.93
car15223,39.36,,39.36
car15227,43.86,,43.86
car15228,42.62,,42.62
car15230,42.77,,42.77
car15233,39.35,,39.35
car15234,47.26,,47.26
car15238,37.76,,37.76
car15239,44.71,,44.71
car15248,40.29,,40.29
car1525,30.87,,30.87
car15250,25.9,,25.9
car15256,40.58,,40.58
car1526,31.87,,31.87
car15262,41.29,,41.29
car15263,35.37,,35.37
car15269,41.86,,41.86
car15270,35.76,,35.76
car15274,29.96,,29.96
car1528,33.59,,33.59
car15286,29.9,,29.9
car15296,9.8,,9.8
car15297,26.29,,26.29
car153,25.71,,25.71
car15309,26.08,,26.08
car15310,39.59,,39.59
car15315,35.47,,35.47
car15316,28.38,,28.38
car15322,25.74,,25.74
car15327,23.83,,23.83
car1534,34.28,,34.28
car15348,9.27,,9.27
car15380,12.6,,12.6
car15382,20.7,,20.7
car15386,14.93,,14.93
car15389,11.49,,11.49
car1539,45.19,,45.19
car15394,1.8,,1.8
car15396,18.38,,18.38
car15399,11.65,,11.65
car15403,21.45,,21.45
car15407,13.81,,13.81
car15408,25.6,,25.6
car15414,20.15,,20.15
car15416,25.74,,25.74
car15426,20.55,,20.55
car15437,18.6,,18.6
car15439,29.59,,29.59
car15442,21.22,,21.22
car15449,15.6,,15.6
car15451,26.49,,26.49
car15453,19.03,,19.03
car15456,23.29,,23.29
car15459,26.26,,26.26
car1546,27.38,,27.38
car15463,23.16,,23.16
car15465,24.83,,24.83
car15474,30.09,,30.09
car15477,24.66,,24.66
car15479,21.66,,21.66
car15482,25.17,,25.17
car15483,33.2,,33.2
car15487,25.84,,25.84
car15488,25.44,,25.44
car15490,23.93,,23.93
car15497,23.6,,23.6
car15502,27.91,,27.91
car15503,26.18,,26.18
car15507,19.69,,19.69
car15513,24.27,,24.27
car15514,9.38,,9.38
car1552,26.37,,26.37
car15522,21.2,,21.2
car15526,17.54,,17.54
car1553,37.28,,37.28
car15547,13.78,,13.78
car1555,30.3,,30.3
car15558,20.73,,20.73
car15572,11.87,,11.87
car15581,19.38,,19.38
car15582,18.3,,18.3
car15596,21.1,,21.1
car15599,23.45,,23.45
car15605,9.43,,9.43
car15607,22.77,,22.77
car15608,13.87,,13.87
car15616,25.43,,25.43
car15618,19.79,,19.79
car15619,21.76,,21.76
car1562,28.47,,28.47
car15626,26.56,,26.56
car15632,19.13,,19.13
car15633,22.01,,22.01
car15656,18.14,,18.14
car1566,28.91,,28.91
car15661,27.95,,27.95
car15664,30.51,,30.51
car15670,25.9,,25.9
car15671,36.13,,36.13
car15679,30.46,,30.46
car15680,23.01,,23.01
car15687,14.95,,14.95
car15690,22.52,,22.52
car15702,39.3,,39.3
car15712,34.0,,34.0
car15722,27.29,,27.29
car15723,18.2,,18.2
car15725,34.12,,34.12
car1573,30.15,,30.15
car15734,31.71,,31.71
car15737,44.62,,44.62
car15741,16.48,,16.48
car15748,32.37,,32.37
car1575,31.11,,31.11
car15756,39.02,,39.02
car15765,26.42,,26.42
car1577,34.83,,34.83
car15776,49.5,,49.5
car15778,31.19,,31.19
car15781,27.63,,27.63
car15788,29.24,,29.24
car15795,27.92,,27.92
car15801,24.39,,24.39
car15804,25.43,,25.43
car15808,24.03,,24.03
car15809,28.42,,28.42
car15813,24.95,,24.95
car15826,31.71,,31.71
car15834,27.21,,27.21
car15836,27.36,,27.36
car15837,35.75,,35.75
car15847,26.07,,26.07
car15849,26.37,,26.37
car15852,29.71,,29.71
car15853,26.16,,26.16
car15865,25.88,,25.88
car1587,43.16,,43.16
car15877,31.03,,31.03
car15881,30.52,,30.52
car15887,27.41,,27.41
car15891,29.8,,29.8
car15898,32.3,,32.3
car15902,27.14,,27.14
car15905,33.66,,33.66
car15907,25.7,,25.7
car1591,34.81,,34.81
car15911,25.31,,25.31
car15915,30.44,,30.44
car15919,35.6,,35.6
car15925,30.61,,30.61
car15928,30.3,,30.3
car15937,24.96,,24.96
car15938,27.72,,27.72
car15946,31.69,,31.69
car15948,22.64,,22.64
car15953,36.72,,36.72
car15955,37.1,,37.1
car1596,29.85,,29.85
car15960,27.5,,27.5
car15964,35.36,,35.36
car15965,32.04,,32.04
car15967,26.34,,26.34
car15970,28.02,,28.02
car15971,31.87,,31.87
car15973,34.85,,34.85
car15978,30.97,,30.97
car1598,25.44,,25.44
car15985,31.33,,31.33
car15989,32.04,,32.04
car16002,29.88,,29.88
car16003,31.6,,31.6
car16011,26.89,,26.89
car16030,31.82,,31.82
car16036,23.99,,23.99
car16039,28.59,,28.59
car16041,41.51,,41.51
car16052,21.3,,21.3
car16055,29.78,,29.78
car16057,17.54,,17.54
car16058,19.26,,19.26
car16066,29.32,,29.32
car16070,29.37,,29.37
car16072,27.58,,27.58
car16078,12.73,,12.73
car16081,27.31,,27.31
car16083,21.8,,21.8
car16085,27.82,,27.82
car16088,24.81,,24.81
car161,21.53,,21.53
car16100,29.18,,29.18
car16104,16.48,,16.48
car16106,25.73,,25.73
car16108,25.56,,25.56
car16114,25.82,,25.82
car16123,29.06,,29.06
car16137,27.52,,27.52
car16141,27.3,,27.3
car16143,28.05,,28.05
car16147,24.89,,24.89
car16152,30.36,,30.36
car16153,34.6,,34.6
car1617,21.8,,21.8
car16186,31.09,,31.09
car16193,30.47,,30.47
car16202,32.42,,32.42
car16205,27.62,,27.62
car1621,33.47,,33.47
car16211,30.83,,30.83
car16214,35.14,,35.14
car1622,22.72,,22.72
car16221,27.44,,27.44
car16222,34.9,,34.9
car16231,31.78,,31.78
car16233,28.04,,28.04
car16238,34.52,,34.52
car16239,32.07,,32.07
car16246,29.08,,29.08
car1625,24.15,,24.15
car16251,32.35,,32.35
car16258,30.23,,30.23
car16261,36.69,,36.69
car16262,33.98,,33.98
car16263,32.88,,32.88
car16264,31.77,,31.77
car16268,34.35,,34.35
car16270,29.79,,29.79
car16273,34.83,,34.83
car16274,36.82,,36.82
car16277,27.6,,27.6
car16284,37.39,,37.39
car16288,32.16,,32.16
car16293,34.15,,34.15
car16298,30.33,,30.33
car16303,34.75,,34.75
car16309,34.04,,34.04
car16311,33.73,,33.73
car16319,28.72,,28.72
car16328,39.78,,39.78
car16329,33.11,,33.11
car16330,32.87,,32.87
car16342,36.33,,36.33
car16346,33.62,,33.62
car16349,36.5,,36.5
car16352,27.77,,27.77
car16356,31.06,,31.06
car16359,36.15,,36.15
car16375,36.43,,36.43
car16383,36.44,,36.44
car16384,36.61,,36.61
car16391,37.55,,37.55
car16395,33.47,,33.47
car16397,38.88,,38.88
car16400,36.65,,36.65
car16404,35.35,,35.35
car16421,36.78,,36.78
car16422,39.9,,39.9
car16427,31.52,,31.52
car16434,34.71,,34.71
car16435,33.1,,33.1
car16440,34.34,,34.34
car16450,32.8,,32.8
car16452,31.22,,31.22
car16454,37.32,,37.32
car16461,34.75,,34.75
car16464,37.84,,37.84
car16467,38.22,,38.22
car16470,34.99,,34.99
car16472,29.13,,29.13
car16476,37.57,,37.57
car16478,29.53,,29.53
car1648,14.58,,14.58
car16486,33.67,,33.67
car16488,37.67,,37.67
car16490,35.8,,35.8
car16491,52.61,,52.61
car16492,30.35,,30.35
car16494,26.1,,26.1
car16499,27.44,,27.44
car16501,32.65,,32.65
car16507,40.56,,40.56
car16510,26.06,,26.06
car16513,24.55,,24.55
car16514,26.69,,26.69
car16517,30.11,,30.11
car16518,31.19,,31.19
car16519,46.27,,46.27
car16520,25.97,,25.97
car16524,23.54,,23.54
car16530,28.36,,28.36
car16534,21.96,,21.96
car16535,26.35,,26.35
car16536,27.08,,27.08
car1654,23.7,,23.7
car16541,43.64,,43.64
car16549,21.78,,21.78
car1655,14.55,,14.55
car16551,39.72,,39.72
car16558,36.38,,36.38
car1656,18.34,,18.34
car16573,36.93,,36.93
car16574,37.98,,37.98
car16576,115.86,,115.86
car16581,28.07,,28.07
car16583,26.2,,26.2
car16591,17.26,,17.26
car16601,33.04,,33.04
car16606,33.96,,33.96
car16608,38.31,,38.31
car16612,30.74,,30.74
car1662,33.23,,33.23
car16627,36.3,,36.3
car16628,30.86,,30.86
car16632,36.9,,36.9
car16635,28.43,,28.43
car16636,24.63,,24.63
car16641,31.33,,31.33
car16643,34.74,,34.74
car16649,31.38,,31.38
car16653,29.56,,29.56
car16660,41.81,,41.81
car16665,32.6,,32.6
car16667,32.77,,32.77
car16668,35.9,,35.9
car16679,33.24,,33.24
car1668,21.6,,21.6
car16681,29.54,,29.54
car16694,36.08,,36.08
car16699,28.16,,28.16
car16704,27.7,,27.7
car16708,31.57,,31.57
car16712,33.43,,33.43
car16720,29.09,,29.09
car16722,29.22,,29.22
car16725,20.25,,20.25
car16726,27.78,,27.78
car16727,28.08,,28.08
car16736,30.74,,30.74
car16737,22.34,,22.34
car16738,10.62,,10.62
car16740,26.12,,26.12
car16746,16.72,,16.72
car16748,15.72,,15.72
car16749,17.89,,17.89
car16750,13.18,,13.18
car16751,16.34,,16.34
car16752,18.88,,18.88
car16755,18.38,,18.38
car16773,26.61,,26.61
car16775,18.89,,18.89
car16777,13.1,,13.1
car16782,13.95,,13.95
car16798,7.53,,7.53
car16815,4.63,,4.63
car16816,15.65,,15.65
car1682,28.83,,28.83
car16820,17.39,,17.39
car16822,5.4,,5.4
car16825,9.28,,9.28
car16829,16.11,,16.11
car1684,22.37,,22.37
car16840,13.29,,13.29
car16841,18.25,,18.25
car16848,17.66,,17.66
car16849,8.48,,8.48
car16858,7.53,,7.53
car1687,23.53,,23.53
car16876,17.47,,17.47
car16880,23.08,,23.08
car16886,20.35,,20.35
car16890,24.51,,24.51
car16894,21.66,,21.66
car16904,20.76,,20.76
car16906,18.55,,18.55
car16917,17.48,,17.48
car16926,23.11,,23.11
car16929,18.13,,18.13
car16942,27.61,,27.61
car16949,29.31,,29.31
car16955,29.16,,29.16
car16958,22.56,,22.56
car16968,18.1,,18.1
car16972,24.87,,24.87
car16999,27.0,,27.0
car170,22.05,,22.05
car17001,28.45,,28.45
car17010,24.6,,24.6
car17012,38.4,,38.4
car17025,26.31,,26.31
car17028,26.55,,26.55
car1703,23.18,,23.18
car17030,25.4,,25.4
car17034,28.38,,28.38
car17041,29.71,,29.71
car17051,23.49,,23.49
car17053,31.11,,31.11
car17060,35.88,,35.88
car17067,31.69,,31.69
car17073,27.74,,27.74
car17079,33.43,,33.43
car17087,31.57,,31.57
car17089,24.96,,24.96
car17099,30.29,,30.29
car17101,28.25,,28.25
car17106,28.63,,28.63
car17110,29.09,,29.09
car17112,28.04,,28.04
car17114,29.94,,29.94
car17116,33.07,,33.07
car17118,27.67,,27.67
car1712,24.33,,24.33
car17121,28.07,,28.07
car17123,32.68,,32.68
car17137,28.64,,28.64
car17151,29.52,,29.52
car17158,38.54,,38.54
car1716,3.65,,3.65
car17173,28.74,,28.74
car17174,26.76,,26.76
car17175,28.4,,28.4
car17179,25.41,,25.41
car1720,26.29,,26.29
car17200,30.92,,30.92
car17206,26.93,,26.93
car17238,23.84,,23.84
car17246,26.44,,26.44
car1725,29.45,,29.45
car17254,30.72,,30.72
car17257,26.22,,26.22
car1726,9.79,,9.79
car17261,26.7,,26.7
car17267,29.95,,29.95
car17268,28.25,,28.25
car17280,31.08,,31.08
car17283,30.33,,30.33
car1729,6.72,,6.72
car17290,26.06,,26.06
car17292,25.66,,25.66
car17294,28.11,,28.11
car17295,24.29,,24.29
car17299,29.12,,29.12
car17301,29.74,,29.74
car17305,26.91,,26.91
car1731,27.59,,27.59
car17318,28.21,,28.21
car17321,30.29,,30.29
car17328,31.29,,31.29
car17330,33.72,,33.72
car17345,29.07,,29.07
car17354,35.17,,35.17
car17363,31.8,,31.8
car17366,27.99,,27.99
car17367,31.22,,31.22
car17373,31.98,,31.98
car17374,31.67,,31.67
car17383,28.16,,28.16
car17390,30.7,,30.7
car17393,33.7,,33.7
car17394,32.5,,32.5
car17399,35.4,,35.4
car17404,34.45,,34.45
car1741,30.58,,30.58
car17411,34.03,,34.03
car17418,31.7,,31.7
car17419,32.89,,32.89
car17420,34.45,,34.45
car17430,34.13,,34.13
car17432,32.74,,32.74
car17436,34.16,,34.16
car17443,37.39,,37.39
car17454,31.9,,31.9
car17455,37.2,,37.2
car17459,30.45,,30.45
car17461,39.98,,39.98
car17464,35.14,,35.14
car17474,33.44,,33.44
car17477,36.25,,36.25
car17479,35.97,,35.97
car17492,39.0,,39.0
car1750,28.99,,28.99
car17501,33.73,,33.73
car17503,33.06,,33.06
car17504,33.33,,33.33
car17505,39.7,,39.7
car17516,36.18,,36.18
car17522,34.47,,34.47
car17526,34.58,,34.58
car17527,39.14,,39.14
car17535,32.39,,32.39
car17538,44.68,,44.68
car17539,33.95,,33.95
car17544,39.26,,39.26
car17546,39.18,,39.18
car17548,33.45,,33.45
car17553,47.37,,47.37
car17559,33.35,,33.35
car17560,30.77,,30.77
car17563,34.86,,34.86
car17566,40.42,,40.42
car17570,44.2,,44.2
car17573,28.79,,28.79
car17586,29.3,,29.3
car17595,39.0,,39.0
car176,19.22,,19.22
car1760,24.49,,24.49
car17603,38.66,,38.66
car17607,39.3,,39.3
car17609,37.4,,37.4
car17618,39.85,,39.85
car17619,36.46,,36.46
car17621,23.73,,23.73
car17626,32.2,,32.2
car17631,32.72,,32.72
car17645,30.04,,30.04
car17653,32.17,,32.17
car17658,29.63,,29.63
car17676,32.95,,32.95
car17678,26.3,,26.3
car17679,32.44,,32.44
car17683,27.22,,27.22
car1769,16.93,,16.93
car17700,12.5,,12.5
car17720,24.81,,24.81
car17722,6.26,,6.26
car17728,11.34,,11.34
car1773,34.16,,34.16
car17733,30.51,,30.51
car17761,28.01,,28.01
car17767,21.85,,21.85
car17768,23.32,,23.32
car17772,21.21,,21.21
car17795,30.03,,30.03
car17796,32.5,,32.5
car1780,24.61,,24.61
car17801,22.2,,22.2
car17802,27.87,,27.87
car17808,32.8,,32.8
car17825,29.17,,29.17
car17827,40.42,,40.42
car1783,18.66,,18.66
car17831,25.11,,25.11
car17833,29.2,,29.2
car17840,30.2,,30.2
car17847,31.69,,31.69
car17857,31.73,,31.73
car17863,24.73,,24.73
car17867,30.96,,30.96
car17872,32.6,,32.6
car1788,28.23,,28.23
car17881,28.82,,28.82
car17887,35.7,,35.7
car1789,33.19,,33.19
car17894,38.7,,38.7
car17895,33.75,,33.75
car17897,32.47,,32.47
car1790,31.66,,31.66
car17901,33.11,,33.11
car17905,12.64,,12.64
car17908,28.39,,28.39
car17909,33.67,,33.67
car1791,29.41,,29.41
car17913,22.13,,22.13
car17916,29.09,,29.09
car17921,37.32,,37.32
car17928,37.12,,37.12
car17929,38.84,,38.84
car1793,27.08,,27.08
car17938,27.2,,27.2
car17940,28.6,,28.6
car17944,34.2,,34.2
car17946,33.14,,33.14
car1796,31.1,,31.1
car17962,32.82,,32.82
car17977,30.14,,30.14
car17980,32.2,,32.2
car17984,29.55,,29.55
car17989,32.73,,32.73
car17990,27.21,,27.21
car17998,14.61,,14.61
car17999,40.23,,40.23
car1800,27.75,,27.75
car18000,25.23,,25.23
car18016,18.37,,18.37
car18019,2.94,,2.94
car18020,24.64,,24.64
car18025,22.6,,22.6
car18043,27.58,,27.58
car1805,30.06,,30.06
car18059,30.2,,30.2
car18068,29.62,,29.62
car18076,30.38,,30.38
car18083,26.9,,26.9
car18084,23.62,,23.62
car1809,26.87,,26.87
car18091,30.75,,30.75
car18097,29.22,,29.22
car18101,35.38,,35.38
car18105,30.49,,30.49
car18113,30.78,,30.78
car18117,29.5,,29.5
car18119,28.17,,28.17
car18125,30.61,,30.61
car18126,30.98,,30.98
car18129,28.75,,28.75
car18137,33.34,,33.34
car18140,36.98,,36.98
car18148,36.2,,36.2
car18154,20.37,,20.37
car18168,19.1,,19.1
car18173,31.3,,31.3
car18178,27.58,,27.58
car18180,19.41,,19.41
car18181,26.5,,26.5
car18191,25.33,,25.33
car18197,15.98,,15.98
car18205,17.05,,17.05
